nameseq,A_LncRNA,C_LncRNA,G_LncRNA,T_LncRNA,AA_LncRNA,AC_LncRNA,AG_LncRNA,AT_LncRNA,CA_LncRNA,CC_LncRNA,CG_LncRNA,CT_LncRNA,GA_LncRNA,GC_LncRNA,GG_LncRNA,GT_LncRNA,TA_LncRNA,TC_LncRNA,TG_LncRNA,TT_LncRNA
NONHSAT021854,0.2585139318885449,0.1996904024767802,0.2120743034055727,0.3297213622291021,0.075968992248062,0.0372093023255813,0.0589147286821705,0.0868217054263565,0.0604651162790697,0.0511627906976744,0.0201550387596899,0.0682170542635658,0.0527131782945736,0.0449612403100775,0.0496124031007751,0.0651162790697674,0.0697674418604651,0.0651162790697674,0.0837209302325581,0.1100775193798449
NONHSAT022112,0.2422177277523742,0.2043176222300387,0.2362381287372494,0.3172265212803377,0.0679769599437189,0.0441014817746119,0.0630963373345644,0.0670096293364991,0.0617772501429011,0.0547860880270852,0.0131908719166336,0.0745723959020357,0.0533350921162555,0.047663017192103,0.0668337510442773,0.0684166556742734,0.0591390757595743,0.0577320494218001,0.0931275557314338,0.1072417886822319
NONHSAT022115,0.2701207243460765,0.1564386317907444,0.2379275653923541,0.3355130784708249,0.0981378963261197,0.0422747861097131,0.0634121791645697,0.065928535480624,0.0468042274786109,0.0306995470558631,0.0140915953699043,0.0649219929542023,0.0613990941117262,0.0362355309511826,0.0634121791645697,0.0770005032712632,0.0639154504277805,0.0468042274786109,0.097131353799698,0.1278309008555611
NONHSAT024258,0.244041450777202,0.2756476683937824,0.2854922279792746,0.1948186528497409,0.0606531881804043,0.0492483151892172,0.0938310005184033,0.0404354587869362,0.077760497667185,0.0907205806117159,0.0368066355624676,0.0705028512182478,0.0772420943494038,0.0782789009849663,0.0876101607050285,0.0425090720580611,0.0285121824779678,0.0575427682737169,0.0668740279937791,0.0414722654224987
NONHSAT024353,0.2838577291381668,0.2147742818057455,0.2154582763337893,0.2859097127222982,0.0958247775496235,0.0485968514715948,0.0711841204654346,0.0677618069815195,0.0650239561943874,0.0643394934976043,0.0088980150581793,0.0766598220396988,0.0581793292265571,0.0492813141683778,0.0506502395619438,0.0574948665297741,0.0650239561943874,0.0527036276522929,0.0848733744010951,0.083504449007529
NONHSAT024449,0.2513347022587269,0.1938398357289527,0.2090349075975359,0.3457905544147844,0.0698438783894823,0.0513557929334428,0.0661462612982744,0.0640920295809367,0.0628594905505341,0.0394412489728841,0.0102711585866885,0.0813475760065735,0.0558751027115858,0.0382087099424815,0.0513557929334428,0.0636811832374691,0.0628594905505341,0.0649137222678718,0.080936729663106,0.1368118323746918
NONHSAT025216,0.2050463596291229,0.2086943304453564,0.2939656482748138,0.2922936616507068,0.0497111584068105,0.0411979325022803,0.066737610215871,0.0474308300395256,0.0582243843113408,0.0583764062024931,0.0138339920948616,0.0782912739434478,0.0591365156582547,0.052751596229857,0.0869565217391304,0.095165703861356,0.0380054727880814,0.0564001216175129,0.1263301915475828,0.0714502888415931
NONHSAT027070,0.2857721929468991,0.1601134981759222,0.1799756789623024,0.3741386299148763,0.1017842660178426,0.0409570154095701,0.0579886455798864,0.0851581508515815,0.0519059205190592,0.0360908353609083,0.0052716950527169,0.0665044606650446,0.0409570154095701,0.0316301703163017,0.0389294403892944,0.0685320356853203,0.0912408759124087,0.051500405515004,0.0774533657745336,0.154095701540957
NONHSAT027475,0.2848956201391731,0.2198117069177241,0.215309046254605,0.2799836266884977,0.09009009009009,0.0565110565110565,0.0741195741195741,0.0642915642915643,0.0823095823095823,0.0614250614250614,0.0085995085995086,0.0675675675675675,0.061015561015561,0.0343980343980344,0.0638820638820638,0.0561015561015561,0.0515970515970515,0.0671580671580671,0.0687960687960688,0.0921375921375921
NONHSAT028579,0.2139406487232574,0.2905452035886818,0.2663906142167012,0.2291235334713595,0.0635359116022099,0.0331491712707182,0.0759668508287292,0.0414364640883977,0.0683701657458563,0.106353591160221,0.0317679558011049,0.0842541436464088,0.0580110497237569,0.0835635359116022,0.0821823204419889,0.042817679558011,0.0234806629834254,0.0676795580110497,0.0766574585635359,0.0607734806629834
NONHSAT028938,0.2643811737361999,0.2318419523532829,0.2359093550261476,0.2678675188843695,0.0883720930232558,0.0441860465116279,0.080813953488372,0.0511627906976744,0.0773255813953488,0.0709302325581395,0.0063953488372093,0.0773255813953488,0.0593023255813953,0.0546511627906976,0.075,0.0470930232558139,0.0395348837209302,0.0616279069767441,0.0738372093023255,0.0924418604651162
NONHSAT029339,0.2962085308056872,0.1919431279620853,0.2369668246445497,0.2748815165876777,0.0831353919239905,0.0593824228028503,0.0807600950118764,0.0736342042755344,0.0736342042755344,0.0403800475059382,0.014251781472684,0.0617577197149643,0.0973871733966745,0.0380047505938242,0.0403800475059382,0.0617577197149643,0.0427553444180522,0.0546318289786223,0.0997624703087886,0.0783847980997624
NONHSAT029458,0.2467762326169406,0.243236409608091,0.26826801517067,0.2417193426042983,0.0738492665655033,0.043247344461305,0.0768841679312089,0.0528578654527061,0.0612038442083965,0.0703085483055134,0.0422357106727364,0.0692969145169448,0.0708143651997976,0.0660091047040971,0.0791603439554881,0.0523520485584218,0.0409711684370258,0.0637329286798179,0.0700556398583712,0.0670207384926656
NONHSAT030153,0.26,0.188,0.204,0.348,0.072289156626506,0.0562248995983935,0.0562248995983935,0.0763052208835341,0.0682730923694779,0.0321285140562249,0.0160642570281124,0.072289156626506,0.0602409638554216,0.036144578313253,0.0281124497991967,0.0803212851405622,0.0562248995983935,0.0642570281124498,0.1044176706827309,0.1204819277108433
NONHSAT030969,0.2204061416542843,0.2392273402674591,0.234274393263992,0.3060921248142645,0.0480673934588701,0.0525272547076313,0.0698711595639246,0.0500495540138751,0.0673934588701684,0.0688800792864222,0.0178394449950445,0.085232903865213,0.0604558969276511,0.0525272547076313,0.064420218037661,0.0569871159563924,0.0445986124876114,0.0654112983151635,0.0822596630327056,0.1134786917740336
NONHSAT032173,0.2970768184908225,0.1910265125764786,0.1923861318830727,0.3195105370496261,0.101360544217687,0.0476190476190476,0.0598639455782312,0.0877551020408163,0.0700680272108843,0.0380952380952381,0.0108843537414965,0.0721088435374149,0.0612244897959183,0.0326530612244898,0.0435374149659863,0.0551020408163265,0.064625850340136,0.0727891156462585,0.0782312925170068,0.1040816326530612
NONHSAT033428,0.3077299412915851,0.1739236790606653,0.1749021526418786,0.3434442270058708,0.1025201859554685,0.0526058233423048,0.0614142402740396,0.0910203082945926,0.0677758747247369,0.0349889894788353,0.0051382432101786,0.0660631269880107,0.0570100318081722,0.0318081722534866,0.0330315634940053,0.0530951798385123,0.0804991436261316,0.054318571079031,0.075360900415953,0.1333496452165402
NONHSAT033794,0.321483771251932,0.1553323029366306,0.1684698608964451,0.3547140649149923,0.1214230471771075,0.0464037122969837,0.0556844547563805,0.0982211910286156,0.0433101314771848,0.0324825986078886,0.0123743232791956,0.0665119876256767,0.0649651972157772,0.0262954369682907,0.0301624129930394,0.0471771075019334,0.0920340293890178,0.0502706883217324,0.0696055684454756,0.1430781129156999
NONHSAT033822,0.2734611503531786,0.213925327951564,0.2179616548940464,0.2946518668012109,0.0828282828282828,0.0454545454545454,0.0797979797979798,0.0656565656565656,0.0656565656565656,0.0515151515151515,0.0222222222222222,0.0747474747474747,0.0616161616161616,0.0525252525252525,0.0494949494949494,0.0545454545454545,0.0636363636363636,0.0636363636363636,0.0666666666666666,0.1
NONHSAT033970,0.2911660777385159,0.2226148409893993,0.2332155477031802,0.2530035335689046,0.0968882602545968,0.0629420084865629,0.0785007072135785,0.0523338048090523,0.0749646393210749,0.0509193776520509,0.0198019801980198,0.077086280056577,0.0749646393210749,0.0586987270155587,0.0516265912305516,0.048090523338048,0.0445544554455445,0.0502121640735502,0.0827439886845827,0.0756718528995756
NONHSAT034472,0.3032440056417489,0.156088387400094,0.1669017395392571,0.3737658674188998,0.1081843838193791,0.0413922859830667,0.0578551269990592,0.0954844778927563,0.0602069614299153,0.0338664158043273,0.0028222013170272,0.0592662276575729,0.050799623706491,0.0324553151458137,0.028692380056444,0.0550329256820319,0.083725305738476,0.0484477892756349,0.0776105362182502,0.1641580432737535
NONHSAT034665,0.2979274611398964,0.1562375448385811,0.2094459944200876,0.3363889996014348,0.1100259118995415,0.0422563284831572,0.0703607733705401,0.075343830974686,0.051026509866454,0.0298983456248754,0.0101654375124576,0.0651783934622284,0.0574048235997608,0.0406617500498305,0.0432529400039864,0.0681682280247159,0.0795295993621686,0.0434522623081522,0.0855092684871437,0.127765596970301
NONHSAT034695,0.3147429679922405,0.1440349175557711,0.1847720659553831,0.3564500484966052,0.1145075206210577,0.0441533236293061,0.0732654051431344,0.0829694323144104,0.0533721494420184,0.024745269286754,0.004852013585638,0.0611353711790393,0.0577389616690926,0.0305676855895196,0.029597282872392,0.0669577874818049,0.0892770499757399,0.0441533236293061,0.0771470160116448,0.1455604075691411
NONHSAT034878,0.2032019704433497,0.2795566502463054,0.2229064039408867,0.2943349753694581,0.0554870530209617,0.0468557336621455,0.064118372379778,0.0357583230579531,0.06288532675709,0.0850801479654747,0.0258939580764488,0.1060419235511714,0.0431565967940813,0.0665844636251541,0.0456226880394574,0.0678175092478421,0.0406905055487053,0.0813810110974106,0.0875462392108508,0.0850801479654747
NONHSAT037936,0.2689908843754998,0.2504397889013273,0.2469214776907084,0.2336478490324644,0.0841330774152271,0.0563019833653231,0.0790147152911068,0.0495841330774152,0.0790147152911068,0.0769353806781829,0.0215930902111324,0.072936660268714,0.0673384516954574,0.059021113243762,0.0730966090850927,0.0475047984644913,0.0385476647472808,0.0580614203454894,0.0732565579014715,0.063659628918746
NONHSAT038064,0.3038379530916844,0.1897654584221748,0.2068230277185501,0.2995735607675906,0.1109925293489861,0.048025613660619,0.0747065101387406,0.0704375667022411,0.0661686232657417,0.0448239060832443,0.0053361792956243,0.0736392742796158,0.0672358591248666,0.0309498399146211,0.0490928495197438,0.0586979722518676,0.0586979722518676,0.0661686232657417,0.0779082177161152,0.0971184631803628
NONHSAT039454,0.2588575560375994,0.2031814895155459,0.2443962400578452,0.2935647143890094,0.0849909584086799,0.0383363471971066,0.070886075949367,0.0647377938517179,0.0560578661844484,0.0517179023508137,0.0307414104882459,0.0647377938517179,0.0650994575045208,0.0578661844484629,0.0603978300180831,0.060759493670886,0.0528028933092224,0.0549728752260397,0.0824593128390596,0.1034358047016274
NONHSAT039675,0.2479484173505275,0.2353458382180539,0.2412075029308323,0.2754982415005861,0.0709469363822925,0.0483729111697449,0.0735854588097332,0.0551158018176487,0.0732922896511287,0.0709469363822925,0.0161243037232483,0.0750513046027557,0.0621518616241571,0.0568748167692758,0.0639108765757842,0.0583406625622984,0.0416300205218411,0.0592201700381119,0.0873644092641454,0.0870712401055409
NONHSAT040375,0.2072564612326043,0.320079522862823,0.2579522862823061,0.2147117296222664,0.0432620586772749,0.0542018896071606,0.0750870213823968,0.034808552958727,0.0895077076081551,0.1133764296369965,0.0253605171556439,0.0919940328194928,0.0542018896071606,0.0795624067628045,0.0780706116360019,0.0457483838886126,0.0203878667329686,0.0726006961710591,0.0795624067628045,0.0422675285927399
NONHSAT041921,0.2907809480504718,0.1887006934182107,0.2017733318176651,0.3187450267136524,0.097544338335607,0.0471805366075488,0.0691223283310595,0.0769668030923146,0.0629831741700773,0.0459299681673487,0.0087539790814006,0.0709413369713506,0.0584356525693497,0.0405866302864938,0.0474079126875852,0.0553660754888585,0.0718508412914961,0.0549113233287858,0.0765120509322419,0.1155070486584811
NONHSAT041927,0.2990241946263868,0.1820612217617965,0.1966314663814998,0.3222831172303168,0.102139037433155,0.0471925133689839,0.0691176470588235,0.080614973262032,0.0628342245989304,0.041711229946524,0.0070855614973262,0.0703208556149732,0.0574866310160427,0.038903743315508,0.0449197860962566,0.0553475935828877,0.0766042780748663,0.0541443850267379,0.0755347593582887,0.1160427807486631
NONHSAT042032,0.2906267332224071,0.1686078757626178,0.1896838602329451,0.3510815307820299,0.0904550499445061,0.0449500554938956,0.074361820199778,0.0810210876803551,0.0643729189789123,0.0332963374028856,0.0061043285238623,0.064927857935627,0.0538290788013318,0.0344062153163152,0.0382907880133185,0.0632630410654827,0.0821309655937846,0.0560488346281909,0.0710321864594894,0.1415094339622641
NONHSAT042406,0.233271375464684,0.2602230483271375,0.2881040892193308,0.2184014869888476,0.0753488372093023,0.0455813953488372,0.0744186046511627,0.0372093023255813,0.0493023255813953,0.081860465116279,0.0660465116279069,0.0632558139534883,0.0734883720930232,0.08,0.0865116279069767,0.0483720930232558,0.0344186046511627,0.0530232558139534,0.0613953488372093,0.0697674418604651
NONHSAT043887,0.3000441891294741,0.2213875386654883,0.2094564737074679,0.2691117984975696,0.1034254143646408,0.0530386740331491,0.0775690607734806,0.0660773480662983,0.0817679558011049,0.0603314917127071,0.0108287292817679,0.0685082872928176,0.0587845303867403,0.0466298342541436,0.0550276243093922,0.0488397790055248,0.0561325966850828,0.0614364640883977,0.0660773480662983,0.085524861878453
